Created-At;From-User;From-User-Id;To-User;To-User-Id;Language;Source;Text;Geo-Location-Latitude;Geo-Location-Longitude;Retweet-Count;Id
13/06/2023 14:13;?;1,27E+18;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;KPOP DOANG YANG KENA DARI DULU DAAHHHHHHHHH padahal sama aja kayak ngefans sama artis2 pada umumnya, bedanya sama orang korea doang https://t.co/76Roz6odPB;;;0;1,67E+18
13/06/2023 14:13;Cece;1515159074;;-1;in;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;"yang sering beli album kpop, ini bedanya apa sih 

- A version : Hard mini poster
- B version : Lenticular card
- C version : Photomatic & Bookmark

hellppppppppp";;;0;1,67E+18
13/06/2023 14:13;tatan;1,37E+18;iisyknatanti;1,21E+18;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@iisyknatanti ucapkan cape pd cowo kpop;;;0;1,67E+18
13/06/2023 14:13;Mai L-1485?;1,54E+18;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;Rnb please. Dia akun bodong fans bst yang nyamar jadi popbase, sering nyebar berita hoax dari semua idol kpop kecuali berita idolnya sendiri. https://t.co/f32ymP8ULv;;;0;1,67E+18
13/06/2023 14:13;cell ?;1,32E+18;;-1;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;"Help RT

WTS - Want To Sell 
Preloved Lightstick EXO ver 2, good condition

? Idr 400k bisa nego
? Bandung
? Box LS

Langsung dm aja 

wts ls exo lightstick kpop xiumin suho baekhyun chanyeol chen do kai sehun lay https://t.co/5N0XA4BViT";;;1;1,67E+18
13/06/2023 14:12;moonstars;1,64E+18;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;RT @gibran_tweet: Saya ketemu artis kpop harus tetap sombong https://t.co/UvQHxbkndV;;;13621;1,67E+18
13/06/2023 14:12;qen 10;7,08E+17;gloomyminn;1,28E+18;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;@gloomyminn iya jg ya.. i always thought festa was a thing in kpop culture tp ternyata engga sjsjjs;;;0;1,67E+18
13/06/2023 14:12;?????;1,51E+18;starfess;1,21E+18;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@starfess Hampir ku drop biasku phuwin yg pinter gitaran nyanyi semuanya deh, pas baca ulang ternyata KPop??;;;0;1,67E+18
13/06/2023 14:12;??;97885928;;-1;in;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;gak ada duit gak ada duit, buat cowo kpop ada terus https://t.co/iub3jmdRox;;;0;1,67E+18
13/06/2023 14:11;taaaa___;1,26E+18;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;RT @starfess: -base jatuh cinta bgt sama lagu inii, ada rekomendasi ga lagu kpop semacam ini? vibesnya kek lagi jatuh cinta bgt ? https://t…;;;99;1,67E+18
13/06/2023 14:11;BTS DAY;1,28E+18;;-1;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;iya juga habis liat di tl ada yg bahas festa nya group lain, 7 thn di dunia kpop dipikir-pikir iya juga kok aku gapernah liat yg lain punya festa gitu ya atau aku yg gatau;;;0;1,67E+18
13/06/2023 14:10;Manusia Multifandom ?;1,40E+18;tanyarlfes;1371650588;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"@tanyarlfes 1. Pernah, tapi bikin kapok
2. Gapernah ranking 1 tapi pernah ranking 3
3. Masih wishlist (konser kpop)
4, 5, 6, 7, 8, 9, 10 pernah semua";;;0;1,67E+18
13/06/2023 14:10;git;1,64E+18;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;cegil rl, cegil kpop?;;;0;1,67E+18
13/06/2023 14:10;??????;1,44E+18;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;RT @seagyul: ini udah pernah ada yg bahas gak sih…imo cravity’s tiktok is one of the best kpop idol tiktok account!! gak cuma diisi challen…;;;456;1,67E+18
13/06/2023 14:10;??BACA THREAD DI PINNED UNTUK KIRIM MENFESS??;1,21E+18;;-1;in;<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>;#NAME?;;;1;1,67E+18
13/06/2023 14:09;?;7,85E+17;;-1;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;on a serious note, no sugarcoating ya ini serius kayaknya mau gue nambah cowo kpop sebanyak apapun junghwan akan selalu ada di nomor satu sih.. he has a vv special spot in my heart, kayak gue keliatan gak ngehype dia pun gue akan selalu sayang sama luuu sjh t___t;;;0;1,67E+18
13/06/2023 14:09;?;1,26E+18;;-1;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;RT @seagyul: ini udah pernah ada yg bahas gak sih…imo cravity’s tiktok is one of the best kpop idol tiktok account!! gak cuma diisi challen…;;;456;1,67E+18
13/06/2023 14:09;?.?;1,41E+18;sassyboyjimin;1,41E+18;in;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;"Trus liat sekrng di luar kpop, yg non haters ngepraise, ga jauh dari kata beyonce dan MJ

??

Stan twitter nih isinya cuma kipois in their own buble aj kali ya, dan skrng solos member lain pun muncul dah tuh gelagat kipupis nya wkwkw";;;0;1,67E+18
13/06/2023 14:08;manda;222813601;;-1;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;RT @tanyarlfes: CW // Thai, Kpop   ?   dia berkuasa sebelum Kim Taehyung,  Park Seo joon, Cha eunwoo, Gong Yoo dan Sehun menyerang https://…;;;2557;1,67E+18
13/06/2023 14:07;Moonjin;1,03E+18;tanyakanrl;1,33E+18;in;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;@tanyakanrl pengingat juga buat sendernya, bukan 'hanya' kpop, dalam kehidupan sehari-hari ribut dengan orang lain sama diperhitungkannya di akhirat kelak;;;0;1,67E+18
13/06/2023 14:07;billyjoelbob;1,53E+18;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;RT @tanyarlfes: CW // Thai, Kpop   ?   dia berkuasa sebelum Kim Taehyung,  Park Seo joon, Cha eunwoo, Gong Yoo dan Sehun menyerang https://…;;;2557;1,67E+18
13/06/2023 14:07;?AZURE?;1,56E+18;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;"RT @koreabanget_id: #Lapillus Tampil Cantik dan Sporty dalam Outfit Serba Merah di Foto Konsep Kedua Girl's Round Part. 2 

https://t.co/PX…";;;26;1,67E+18
13/06/2023 14:07;Nabilah;271761174;siyeonSTABME;1,23E+18;in;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;@siyeonSTABME @deukaefied Kalo ditarik ketahun sekarang udah wajar, resesi dan pasca covid, mungkin bisa di cek konser kpop ke indo yg lain harganya juga berkisar di situ, bedanya di philipin ada foto bareng/ hiwave, sedangkan di indo sejauh ini baru ada ;;;0;1,67E+18
13/06/2023 14:07;';1,61E+18;;-1;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;RT @IDNTimesKorea: 7 Potret V BTS Pamer Rambut Baru Lagi saat Pulang dari Spanyol https://t.co/VPW1EfQZdG;;;23;1,67E+18
13/06/2023 14:06;zero ? - buy my bentables ??;1,59E+18;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;RT @KASHFLMS: ?: bts be deluxe butter cream wts lfb ph namjoon nj rm yoongi yg suga selca rpc jin seokjin sj taehyung th thv v hobi jhope h…;;;12;1,67E+18
13/06/2023 14:06;kiaa?;1,62E+18;tanyakanrl;1,33E+18;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;@tanyakanrl ga berlalu buat kpop doang, tapi semuanya;;;0;1,67E+18
13/06/2023 14:06;?? ?????;8,59E+17;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;Selama masi ada audience cowok aku akan super duper hati2 hehe ngonser kalo non kpop aku gakan pilih festival, kalo kpop berani krna mostly audience nya ciwi heheh serem bgt kasian bgt kita ciwi kkkk https://t.co/Mow1Cq6eBN;;;0;1,67E+18
13/06/2023 14:05;Maulidya hapsari;1,62E+18;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;RT @gibran_tweet: Saya ketemu artis kpop harus tetap sombong https://t.co/UvQHxbkndV;;;13621;1,67E+18
13/06/2023 14:04;k.d.n;1,22E+18;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;RT @NiaNyel10: Gaesss kalo boleh mintol follow @jjhproevent yak.. disitu kalian bisa propose untuk bikin event kpop kesayangan kalian dan k…;;;3;1,67E+18
13/06/2023 14:04;dhia;1,38E+18;swwicide;1,38E+18;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;cowo kpop ku ?? cowo wattpad ku;;;0;1,67E+18
13/06/2023 14:04;kunci gemboknya esen (0-0);1,31E+18;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;RT @starfess: -base jatuh cinta bgt sama lagu inii, ada rekomendasi ga lagu kpop semacam ini? vibesnya kek lagi jatuh cinta bgt ? https://t…;;;99;1,67E+18
13/06/2023 14:04;?ell!! ?????;1,60E+18;;-1;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;RT @gibran_tweet: Saya ketemu artis kpop harus tetap sombong https://t.co/UvQHxbkndV;;;13621;1,67E+18
13/06/2023 14:03;?.?;1,41E+18;;-1;in;<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>;"Pas di pebuk taun brp mah lupa, postingan soal jm yg dpt julukan king of kpop pada ga terima, dan sedihnya itu dari jm stan sendiri
Trus pernah lewat juga rekapan yg dpt gelar dr taun sekian trus sampe th berapa mah, banyak yg protes jg dr yg katanya army - https://t.co/0OXAtf8Hmr";;;0;1,67E+18
13/06/2023 14:03;huh;1,49E+18;;-1;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;"RT @KASHFLMS: 1st pic: ?25 ea, 90 set
2nd pic: ?250 ea

?: bts be deluxe butter cream wts lfb ph namjoon nj rm yoongi yg suga selca rpc jin…";;;30;1,67E+18
13/06/2023 14:03;NV;1,50E+18;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;RT @starfess: Idol kpop yg bisa gitaran siapa ajaaaa?? Ini bias sender : Rosè, Jay, Yunjin ??? -hi https://t.co/pKsDwYXbWo;;;1341;1,67E+18
13/06/2023 14:03;?;385248518;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;AYO GUYS BANTU RAMAIKAN #NCT #HYBE #HYBELABELS #KPOP #fanart https://t.co/wBhCMsRAkl;;;0;1,67E+18
13/06/2023 14:02;rai?;1,60E+18;;-1;in;<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>;tetap menangisi dua cowok kpop ku yg abis event di berlin sedangkan terpantau hari ini udah dpt 2 chat begini ????? https://t.co/Co4M8ap9l9;;;0;1,67E+18
13/06/2023 14:02;kuromeoui;1,40E+18;;-1;in;<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>;baru kli ini pengen yg kepengen bgt beli album kpop ??????;;;0;1,67E+18
